# DIST_PNC,OXFORD_COMMAS,NUM_PARAGRAPHS,NORM_FULL_STOPS,NORM_COMMAS,AVG_SENT_LEN,UNIGRAM_OVERLAP,BIGRAM_OVERLAP,TRIGRAM_OVERLAP,MATCHES_VOCAB_5K,MATCHES_VOCAB_10K,POLARITY,SUBJECTIVITY,SENTIMENT_ES,SENTIMENT_ML,SENTIMENT_ML_SCORE
4,6,7,0.0952381,0.07936508,25.21052632,0.00529101,0.00294985,0.00278552,0.75568182,0.02840909,0.09387626,0.58109217,0,-1,0
3,0,1,0.14285714,0.03809524,14.75,0.00510204,0.0031348,0.00294985,0.66768293,0.05182927,0.10669533,0.54731777,0,-1,0.25
4,0,7,0.12315271,0.04433498,15.86956522,0.008,0.00440529,0.00396825,0.65322581,0.01209677,0.2675,0.494,0,1,0.75
3,0,1,0.15789474,0.01754386,12.44444444,0.00719424,0.00429185,0.00390625,0.71595331,0.0077821,0.22815789,0.45310777,0,1,0.75
3,0,1,0.13761468,0.06422018,12.66666667,0.01030928,0.00704225,0.00671141,0.72847682,0.04635762,0.37001748,0.53723776,0,1,0.75
6,5,1,0.09090909,0.07575758,18.94736842,0.00581395,0.00364964,0.00344828,0.70462633,0.04982206,0.533125,0.79875,0,1,1
8,2,7,0.09497207,0.09497207,29.36363636,0.00675676,0.00421941,0.00406504,0.67916667,0.0375,0.29781291,0.55224638,0,-1,0.25
3,6,1,0.07954545,0.09090909,20.4,0.00714286,0.00444444,0.004,0.6875,0.0625,0.22714286,0.39511905,0,-1,0.25
4,0,1,0.10880829,0.04663212,17.7,0.00598802,0.00378788,0.00361011,0.67279412,0.04044118,0.20202569,0.41037549,0,-1,0
4,0,4,0.11282051,0.02564103,18.47368421,0.00680272,0.0041841,0.00390625,0.72289157,0.01204819,0.37527778,0.59907407,0,1,0.75
2,3,5,0.07109005,0.1042654,22.16666667,0.00628931,0.00403226,0.00384615,0.67857143,0.04761905,0.2866129,0.48274194,0,-1,0.25
6,0,1,0.11949686,0.03144654,15.0952381,0.00632911,0.0041841,0.003861,0.74524715,0.03041825,0.19803074,0.4832342,0,1,1
3,1,1,0.11052632,0.03157895,13.18181818,0.00641026,0.00409836,0.004,0.5498008,0.02788845,0.25,0.50555556,0,-1,0.25
3,0,1,0.08426966,0.03932584,20.46666667,0.00632911,0.00406504,0.00389105,0.69379845,0.05813953,0.03285354,0.23747475,0,1,1
6,1,3,0.13068182,0.06818182,13.16,0.008,0.00421941,0.00383142,0.78409091,0.01136364,0.58707483,0.83684807,0,0,0.5
0,0,1,0,0,3,0.33333333,0.5,1,0.66666667,0,0.85,1,0.31669767,1,1
3,0,1,0.17482517,0.02097902,12.6,0.00775194,0.00431034,0.00393701,0.76095618,0.01992032,0.38267857,0.57792659,0,-1,0.25
4,0,1,0.1242236,0.01863354,17.73684211,0.00636943,0.00387597,0.00353357,0.75874126,0.01748252,0.31649958,0.64996658,0,1,1
5,4,5,0.1147541,0.07103825,21.17647059,0.00645161,0.00404858,0.00383142,0.69262295,0.02459016,0.26530075,0.51303644,0,1,0.75
5,1,1,0.24731183,0.03225806,8.30434783,0.0125,0.00813008,0.00729927,0.70860927,0.01986755,0.15403175,0.63187302,0,0,0.5
4,0,2,0.16981132,0.02515723,12.32,0.00671141,0.00438596,0.00409836,0.77959184,0.02040816,0.39981435,0.63119131,0,1,1
4,0,1,0.21111111,0.02222222,10.38888889,0.01265823,0.00826446,0.00699301,0.63870968,0.01290323,0.35997024,0.51845238,0,1,1
2,1,1,0.08029197,0.09489051,29.27272727,0.00632911,0.00396825,0.0037037,0.80970149,0.01492537,0.3708339,0.45190362,0,1,1
4,0,1,0.18987342,0.05063291,8.5,0.01724138,0.01234568,0.01123596,0.61956522,0.01086957,-0.05416667,0.39097222,0,1,0.75
4,1,1,0.10285714,0.04571429,22.8125,0.00625,0.00362319,0.00344828,0.78798587,0.01766784,0.21884488,0.52217605,0,1,1
4,0,3,0.07738095,0.04761905,22.06666667,0.00568182,0.00378788,0.00367647,0.7164751,0.05747126,0.14297143,0.43131429,0,1,1
2,1,4,0.14545455,0.04848485,14,0.00632911,0.00401606,0.003861,0.76744186,0.03100775,0.00497475,0.62864268,0,1,1
3,4,1,0.08496732,0.13071895,23.14285714,0.00684932,0.00404858,0.00383142,0.79069767,0.02325581,0.26707483,0.51564626,0,1,1
5,2,1,0.14450867,0.04046243,13.04,0.00649351,0.00393701,0.00381679,0.70342205,0.01140684,0.38031877,0.56444805,0,1,1
4,4,4,0.06944444,0.10763889,41.38461538,0.00436681,0.0025641,0.00239808,0.66825776,0.03818616,0.18201299,0.30159091,0,1,1
4,2,1,0.13793103,0.0862069,13.13333333,0.00980392,0.00694444,0.00671141,0.66,0.04,0.17289474,0.47842105,0.00000015,1,0.75
3,0,2,0.12290503,0.04469274,18.25,0.00584795,0.00369004,0.00350877,0.70110701,0.0295203,0.10169913,0.46808442,0,-1,0.25
2,1,1,0.21978022,0.02197802,8.9,0.01098901,0.00735294,0.00694444,0.69333333,0.08,0.36136508,0.59365079,0,1,1
3,0,1,0.06962025,0.05696203,31.3,0.00636943,0.00404858,0.00387597,0.7265625,0.04296875,0.20637374,0.44347475,0,1,1
5,0,1,0.18085106,0.0106383,11.52941176,0.01075269,0.00724638,0.00675676,0.74342105,0.00657895,0.36492997,0.57361345,0,1,1
5,6,1,0.14084507,0.08450704,10.47619048,0.01149425,0.00787402,0.00704225,0.65789474,0.01973684,0.14980612,0.51177551,0,0,0.5
3,5,5,0.12837838,0.08108108,28.45454545,0.00653595,0.0041841,0.00395257,0.76131687,0.02880658,0.17729958,0.47409091,0,1,1
3,6,2,0.1056338,0.11267606,19.33333333,0.0075188,0.004329,0.00404858,0.8247012,0.03984064,0.46605263,0.58947368,0,1,1
4,1,1,0.17682927,0.01219512,10.4137931,0.00793651,0.00485437,0.00431034,0.70967742,0.0483871,0.12954365,0.60877976,0,1,1
3,0,1,0.24770642,0,7.03703704,0.01052632,0.0075188,0.00662252,0.7133758,0.02547771,0.34029304,0.55677656,0,1,1
2,0,1,0.11564626,0.04761905,16.41176471,0.00714286,0.00431034,0.00401606,0.83921569,0.05098039,0.16785714,0.55305861,0,1,1
2,4,4,0.12820513,0.08333333,19.17647059,0.00684932,0.00438596,0.00395257,0.72,0.008,0.05266234,0.64518398,0,1,1
4,0,1,0.20512821,0.02564103,8.375,0.01333333,0.00980392,0.00943396,0.67592593,0.01851852,0.09458874,0.4004329,0,1,0.75
2,1,1,0.11486486,0.04054054,21.86666667,0.0060241,0.00383142,0.00358423,0.73507463,0.0261194,0.19596154,0.51461538,0,1,1
4,5,4,0.06597222,0.09375,26.43478261,0.0045045,0.00248139,0.00228311,0.79529412,0.02823529,0.31452999,0.4983256,0,1,1
3,1,1,0.13939394,0.04848485,14.125,0.0060241,0.00364964,0.00334448,0.82084691,0.02605863,0.28483602,0.50301587,0,1,1
3,3,4,0.0960452,0.07909605,23.17647059,0.0052356,0.00318471,0.00308642,0.76751592,0.01910828,0.17360963,0.54735294,0,1,1
2,1,1,0.1503268,0.05228758,45.85714286,0.00628931,0.00416667,0.00398406,0.67381974,0.0472103,0.45055659,0.54479746,0,1,1
5,6,7,0.15642458,0.08379888,10.93548387,0.00666667,0.00420168,0.00396825,0.69672131,0.02868852,0.39122253,0.65936813,0,1,1
4,3,3,0.1091954,0.05747126,17.55,0.00641026,0.00380228,0.00359712,0.8041958,0.01748252,0.25552381,0.5292381,0,1,1
2,2,4,0.10055866,0.11173184,18.72222222,0.00641026,0.0041841,0.00387597,0.66666667,0.03571429,0.25651609,0.74504674,0,1,1
5,1,1,0.1637931,0.02586207,10,0.01098901,0.00714286,0.00675676,0.66447368,0.03947368,0.08482143,0.48154762,0,1,0.75
6,3,11,0.08366534,0.10358566,21.66666667,0.00456621,0.0027027,0.0025974,0.73480663,0.01381215,0.21154286,0.50491746,0,1,0.75
3,1,1,0.08148148,0.08148148,24.58333333,0.00735294,0.00431034,0.00404858,0.74698795,0.02811245,0.22197479,0.45876751,0,-1,0.25
5,1,1,0.125,0.025,16.61111111,0.00746269,0.00429185,0.00403226,0.77911647,0.04016064,0.27344362,0.48879906,0,1,0.75
4,0,1,0.20394737,0.01973684,10.82758621,0.00724638,0.00436681,0.00395257,0.77992278,0.02316602,0.24199134,0.61915584,0,1,1
6,1,5,0.15492958,0.04929577,12.28,0.00704225,0.0041841,0.00390625,0.7953668,0.01930502,0.22323214,0.38557143,0,1,1
4,1,1,0.10759494,0.09493671,19.6875,0.00636943,0.00396825,0.00377358,0.81578947,0.02255639,0.35826979,0.51896383,0,1,1
3,2,1,0.11904762,0.08333333,25.15384615,0.00609756,0.00411523,0.00389105,0.70445344,0.03643725,0.14593975,0.45606141,0,1,1
2,2,1,0.14556962,0.10759494,45.85714286,0.00617284,0.0041841,0.00398406,0.734375,0.015625,0.26931818,0.49848485,0,1,1
3,2,1,0.10280374,0.08411215,16.72727273,0.00854701,0.00649351,0.00649351,0.74193548,0.05806452,0.18094601,0.54364018,0,1,1
4,0,1,0.1509434,0.03773585,12.75,0.00757576,0.00442478,0.00398406,0.78461538,0.01923077,0.31666213,0.65338322,0,1,1
3,3,1,0.07246377,0.09178744,24.4,0.00617284,0.0035461,0.00331126,0.75657895,0.01973684,0.12646936,0.53386613,0,1,1
5,2,3,0.18243243,0.10135135,14.57142857,0.00694444,0.0045045,0.00434783,0.72103004,0.03862661,0.25455026,0.48042328,0,1,1
8,1,5,0.1396648,0.05027933,11.42307692,0.00632911,0.0044843,0.004329,0.73478261,0.0173913,0.32240476,0.56398095,0,1,1
5,4,1,0.16959064,0.08187135,12.10714286,0.00645161,0.00406504,0.00369004,0.75925926,0.00740741,0.53107143,0.66321429,0,1,1
4,1,1,0.21008403,0.03361345,8.56521739,0.01369863,0.00862069,0.00757576,0.67123288,0.00684932,0.23559524,0.50595238,0,1,1
4,14,1,0.09302326,0.18217054,32.83333333,0.00680272,0.00434783,0.00403226,0.65019011,0.03422053,0.1805,0.5225,0,1,1
5,1,1,0.14285714,0.01785714,13.2173913,0.00671141,0.0042735,0.00403226,0.75396825,0.02380952,0.25159674,0.52317016,0,1,0.75
7,2,5,0.13978495,0.03942652,11.73684211,0.00487805,0.00326797,0.0031348,0.59615385,0.00641026,0.07347696,0.45104167,0,1,1
6,2,3,0.12844037,0.04587156,13.88461538,0.00632911,0.00403226,0.003663,0.64335664,0.01748252,0.28159091,0.52440559,0,1,1
5,1,1,0.06857143,0.04571429,26.30769231,0.00558659,0.00359712,0.00348432,0.778157,0.05119454,0.17981366,0.45610766,0,1,1
6,9,2,0.14285714,0.13756614,11.29032258,0.00662252,0.004,0.00367647,0.73188406,0.03623188,0.32868857,0.64343901,0,1,1
5,1,1,0.1443299,0.01030928,12.92592593,0.00595238,0.003861,0.00369004,0.7195572,0.04797048,0.36509881,0.58349802,0,1,1
3,0,2,0.09090909,0.06324111,20.16666667,0.00454545,0.00265957,0.00253165,0.77179487,0.03076923,0.16216364,0.46932987,0,1,1
3,1,1,0.12280702,0.05263158,15.46153846,0.00934579,0.00649351,0.00632911,0.72955975,0.01886792,0.13232955,0.56022727,0,1,1
4,0,1,0.096,0.056,14.21428571,0.00990099,0.00769231,0.00769231,0.54193548,0.04516129,0.04772727,0.10227273,0,1,1
4,2,1,0.1509434,0.06603774,12.93333333,0.01123596,0.00719424,0.00671141,0.66887417,0.02649007,0.1779798,0.53111111,0,1,1
5,0,1,0.1377551,0.03061224,14.84,0.00549451,0.003663,0.0034965,0.7122807,0.02807018,0.19929293,0.4840404,0,-1,0.25
4,3,1,0.08839779,0.04972376,21.5625,0.00636943,0.00378788,0.00355872,0.76785714,0.03571429,0.23699405,0.56888889,0,1,1
6,0,3,0.08530806,0.05687204,21.58823529,0.00578035,0.00390625,0.00378788,0.66539924,0.03422053,0.26550275,0.49828283,0.00000001,-1,0.25
5,0,1,0.08333333,0.12254902,19.47058824,0.00558659,0.00404858,0.00396825,0.71314741,0.0438247,0.12307692,0.50737179,0,1,1
3,4,2,0.09375,0.08125,20.8,0.00632911,0.00409836,0.00398406,0.71485944,0.02409639,0.19181818,0.5180303,0,1,1
3,0,1,0.10795455,0.10227273,19.22222222,0.00568182,0.00377358,0.00363636,0.73928571,0.03571429,0.22971014,0.44565217,0,1,1
3,1,1,0.09714286,0.05714286,21.23529412,0.00591716,0.00347222,0.00325733,0.76357827,0.03833866,0.07975349,0.44591631,0,1,0.75
3,4,4,0.19047619,0.05357143,11.75862069,0.0075188,0.00413223,0.0037594,0.70479705,0.01476015,0.2264838,0.465,0,1,0.75
4,0,1,0.13392857,0.04464286,15.64285714,0.00877193,0.00636943,0.00613497,0.64102564,0.00641026,0.13238636,0.28636364,0,-1,0.25
4,0,1,0.11111111,0.05,17.57894737,0.00632911,0.00398406,0.00373134,0.74169742,0.01845018,0.21598665,0.60498016,0,1,1
1,0,1,1,0,2,1,0,0,0,0,0,0,0.06062517,-1,0
4,4,1,0.10240964,0.09036145,18.35294118,0.00746269,0.00440529,0.00396825,0.76356589,0.02713178,0.2865873,0.71611111,0,1,1
3,0,4,0.08415842,0.05940594,19.73684211,0.00526316,0.00337838,0.00326797,0.73666667,0.03333333,0.05845238,0.48230159,0,1,0.75
4,0,1,0.18,0.03,11.75,0.01086957,0.00740741,0.00680272,0.80794702,0.00662252,0.34927083,0.59604167,0,1,1
4,4,1,0.1242236,0.06832298,14.61904762,0.00632911,0.0041841,0.00401606,0.70472441,0.02362205,0.18181818,0.50290043,0,-1,0.25
3,1,6,0.1626506,0.04819277,14.625,0.0060241,0.0037037,0.00357143,0.75185185,0.02962963,0.20784314,0.56960784,0,-1,0.25
4,0,1,0.12272727,0.06363636,18.94736842,0.00649351,0.00403226,0.00384615,0.62692308,0.02307692,0.12,0.33166667,0,1,0.75
7,0,1,0.1300813,0.04065041,12.75,0.00990099,0.0070922,0.00662252,0.61538462,0.05128205,0.15350877,0.29308367,0,1,0.75
4,3,1,0.13513514,0.08108108,12.84,0.00617284,0.00403226,0.003861,0.69803922,0.03921569,0.26925926,0.51888889,0,0,0.5
5,12,2,0.09756098,0.13170732,20.64705882,0.00657895,0.0042735,0.00403226,0.72111554,0.02788845,0.31876984,0.55087302,0,1,0.75
7,9,1,0.11848341,0.15165877,13.12,0.00628931,0.00408163,0.00389105,0.65116279,0.0503876,0.22259317,0.48245342,0,1,1
3,7,3,0.09659091,0.08522727,18.33333333,0.00625,0.00403226,0.00378788,0.79182156,0.02973978,0.36570381,0.65252199,0,1,1
4,2,3,0.09,0.04,18.5,0.00540541,0.00350877,0.00332226,0.72164948,0.03436426,0.16371212,0.38265152,0,1,1
4,0,3,0.13333333,0.03703704,10.75,0.01111111,0.00719424,0.00671141,0.66442953,0.00671141,0.08502066,0.47219008,0,1,0.75
4,1,1,0.08064516,0.07526882,27.58333333,0.00595238,0.00401606,0.00384615,0.71595331,0.04280156,0.33583333,0.60166667,0,1,0.75
4,1,1,0.10588235,0.01764706,18.38888889,0.00632911,0.004,0.00387597,0.708,0.016,0.3262415,0.59909864,0,1,0.75
3,1,2,0.1038961,0.09090909,15.08,0.00520833,0.00344828,0.00333333,0.70805369,0.03691275,0.23111111,0.40666667,0,1,0.75
5,0,1,0.17435897,0.01538462,9.8,0.00564972,0.0037594,0.00369004,0.70676692,0.01879699,0.26247024,0.4577381,0,-1,0
3,5,1,0.0955414,0.08917197,31.8,0.00657895,0.0041841,0.00389105,0.75097276,0.0311284,0.40277778,0.60763889,0,1,0.75
6,2,3,0.144,0.088,13.1875,0.00877193,0.00662252,0.00649351,0.60666667,0.03333333,-0.03401961,0.48764706,0,-1,0.25
4,0,1,0.29824561,0.02631579,5.91176471,0.01052632,0.00724638,0.00684932,0.59333333,0.05333333,0.22081385,0.64571429,0,1,1
4,4,1,0.17410714,0.04910714,8.95,0.00680272,0.00434783,0.00406504,0.59920635,0.01984127,0.21709957,0.41926407,0,1,1
5,0,1,0.06521739,0.06521739,18,0.02272727,0.02083333,0.0212766,0.53061224,0.04081633,0.24034091,0.35,0.00016084,1,1
3,0,3,0.15976331,0.0591716,12.61538462,0.00613497,0.00396825,0.00378788,0.74501992,0.02788845,0.28091707,0.63903509,0,1,1
4,2,1,0.11976048,0.03592814,14.9047619,0.00724638,0.00438596,0.004,0.7992278,0.03474903,0.42351928,0.56258035,0,1,1
5,3,5,0.13533835,0.06015038,13.4375,0.0106383,0.00689655,0.00645161,0.62666667,0.02666667,0.10191388,0.48552632,0,0,0.5
4,0,1,0.15384615,0.05128205,12,0.00970874,0.00675676,0.00649351,0.65822785,0.01898734,0.27758021,0.58409091,0,1,1
4,0,1,0.08571429,0.04,20.86666667,0.00552486,0.00383142,0.00377358,0.76492537,0.02238806,0.12682127,0.39014739,0,-1,0.25
4,1,1,0.075,0.05,39.125,0.00621118,0.004,0.00378788,0.74242424,0.03787879,0.30636364,0.55343434,0,1,1
3,1,1,0.11111111,0.05228758,17.82352941,0.00613497,0.00409836,0.00387597,0.76492537,0.02985075,0.05,0.49473684,0,-1,0.25
5,1,1,0.08219178,0.0890411,25.5,0.00662252,0.00423729,0.00395257,0.83397683,0.01930502,0.17313312,0.51371753,0,-1,0.25
6,0,4,0.11627907,0.05232558,14.86363636,0.00641026,0.004329,0.004,0.71428571,0.04761905,0.12379167,0.68519048,0,-1,0.25
4,2,1,0.07936508,0.07936508,21.375,0.00666667,0.00411523,0.00390625,0.74509804,0.02745098,0.10042597,0.56554286,0,-1,0.25
2,1,3,0.08695652,0.04347826,36.22222222,0.0060241,0.003861,0.00374532,0.73076923,0.05769231,0.03395062,0.60283951,0,-1,0.25
3,1,3,0.17197452,0.05095541,12.19230769,0.00769231,0.00480769,0.0041841,0.78884462,0.02390438,-0.16293651,0.64530612,0,-1,0.25
2,2,5,0.10344828,0.06206897,28.45454545,0.00645161,0.00404858,0.00380228,0.79069767,0.03100775,-0.04969136,0.48030864,0,-1,0
3,0,1,0.10344828,0.03448276,20.22222222,0.01,0.00649351,0.00636943,0.76923077,0.03846154,0.265625,0.58958333,0,-1,0.25
3,2,2,0.12865497,0.03508772,13.20833333,0.00724638,0.00438596,0.00404858,0.756,0.016,-0.03351799,0.67317708,0,-1,0.25
2,0,2,0.14457831,0,15.6,0.00431034,0.00243902,0.00222717,0.72535211,0.0258216,0.14237259,0.48863636,0,-1,0.25
2,0,1,0.06103286,0,32.23076923,0.00578035,0.00332226,0.00302115,0.72948328,0.03951368,0.01525455,0.43566667,0,-1,0.25
3,0,1,0.13178295,0.02325581,16.53846154,0.00943396,0.00684932,0.00657895,0.68918919,0.02702703,-0.21846154,0.69871795,0,-1,0.25
2,0,1,0.07843137,0.06862745,22.75,0.01052632,0.00735294,0.00694444,0.70967742,0.10967742,0.0838961,0.46632035,0,-1,0.25
2,0,1,0.10659898,0.05076142,17.27272727,0.00571429,0.00353357,0.00325733,0.74760383,0.06070288,-0.16757246,0.49855072,0,-1,0.25
2,0,1,0.14285714,0,6.5,0.11111111,0.125,0.14285714,0.55555556,0,0,0,0.00192325,-1,0
3,0,1,0.0797546,0.03680982,24.84615385,0.00578035,0.00384615,0.0037594,0.73745174,0.02316602,0.06135913,0.52450397,0,-1,0.25
4,0,1,0.15923567,0.05095541,15,0.00746269,0.0044843,0.00408163,0.73705179,0.01195219,0.10385281,0.61587719,0,-1,0.25
2,0,2,0.06586826,0.05988024,35,0.00657895,0.0037594,0.00344828,0.77852349,0.02348993,0.00879121,0.6521978,0,-1,0.25
2,4,2,0.08,0.09714286,23.14285714,0.00680272,0.00429185,0.00395257,0.77651515,0.07954545,0.04,0.44222222,0.99702568,-1,0.25
1,0,1,0.2,0,8.8,0.03846154,0.03225806,0.02857143,0.75675676,0,0.22857143,0.59047619,0.00000004,-1,0.25
3,1,1,0.1031746,0.02380952,15.35714286,0.01041667,0.00714286,0.00653595,0.73584906,0.01886792,0.0413823,0.61325043,0,0,0.5
3,0,1,0.1299435,0.12429379,14.39130435,0.00657895,0.00423729,0.00395257,0.71984436,0.01945525,0.0077408,0.53498377,0,-1,0.25
3,2,3,0.09677419,0.02580645,21.46666667,0.00666667,0.0037594,0.00341297,0.84848485,0.02020202,0.08310176,0.56265152,0,-1,0.25
4,0,4,0.11564626,0.04761905,21.78571429,0.00671141,0.00416667,0.00396825,0.77290837,0.03187251,-0.23264706,0.48068627,0,-1,0.25
3,1,1,0.10967742,0.06451613,18.82352941,0.00714286,0.00421941,0.00381679,0.88602941,0.00735294,0.3051007,0.56267175,0,-1,0.25
4,1,2,0.02251407,0.00750469,18.16666667,0.01052632,0.00653595,0.00625,0.7133758,0.01910828,-0.32307692,0.65192308,0,-1,0
5,0,1,0.07471264,0.02298851,29.69230769,0.00558659,0.00320513,0.00306748,0.73667712,0.01880878,0.0702381,0.38988095,0,-1,0.25
3,5,1,0.12765957,0.12056738,17.16666667,0.00943396,0.00492611,0.00423729,0.82936508,0.01587302,0.16875,0.7078125,0.96935864,-1,0.25
3,1,2,0.08783784,0.05405405,26.33333333,0.00609756,0.00387597,0.003663,0.80866426,0.05776173,-0.22203463,0.66709957,0,-1,0
1,0,1,0.10526316,0,17.21052632,0.0060241,0.00378788,0.00352113,0.74911661,0.05300353,-0.09266529,0.51081267,0,-1,0.25
3,0,1,0.18709677,0.01935484,10.06896552,0.00840336,0.00483092,0.00408163,0.7890625,0.02734375,-0.11329201,0.74252525,0,-1,0.25
4,2,1,0.13559322,0.04519774,15.36363636,0.00636943,0.00411523,0.00387597,0.68,0.02,0.1804902,0.57019608,0,-1,0.25
1,0,1,0.17857143,0,13.2,0.02380952,0.02083333,0.01886792,0.72413793,0.10344828,-0.14333333,0.56666667,0.00000013,-1,0.25
7,1,1,0.06285714,0.08571429,30.18181818,0.00645161,0.00411523,0.00389105,0.77906977,0.02713178,-0.04619108,0.61666667,0,-1,0.25
2,0,1,0.15686275,0.04901961,12,0.01041667,0.00699301,0.00666667,0.75163399,0.03921569,-0.10431818,0.58409091,0,-1,0.25
2,1,1,0.1409396,0.0738255,15.0952381,0.00787402,0.00440529,0.00381679,0.78676471,0.02941176,-0.06133333,0.52091667,0,-1,0.25
1,0,1,0,0,10,0.14285714,0.16666667,0.2,0.57142857,0,0,0,0.00787861,-1,0.25
3,4,3,0.09248555,0.07514451,24,0.00699301,0.00429185,0.00374532,0.71217712,0.03690037,0.32918332,0.54362388,0,-1,0.25
4,0,1,0.07239819,0.07692308,25.75,0.00531915,0.00330033,0.00316456,0.69375,0.065625,0.10716777,0.47829657,0,-1,0.25
3,0,2,0.11347518,0.02836879,19.3125,0.00719424,0.00431034,0.00395257,0.81422925,0.01185771,-0.0112963,0.61675926,0,-1,0.25
3,1,1,0.06467662,0.04477612,22.93333333,0.00724638,0.00440529,0.00392157,0.72900763,0.03435115,0.08221792,0.50147527,0,-1,0.25
4,5,4,0.11052632,0.09473684,16.52380952,0.00609756,0.00408163,0.00384615,0.68359375,0.015625,0.09501812,0.52050725,0,-1,0.25
4,0,1,0.06395349,0.06395349,22.14285714,0.0075188,0.00478469,0.00431034,0.77380952,0.04365079,-0.21362356,0.55962243,0,-1,0.25
2,3,1,0.11111111,0.03472222,19.6,0.00671141,0.00421941,0.00396825,0.75097276,0.06614786,0.09031656,0.59813853,0,-1,0.25
3,0,1,0.08461538,0.02307692,29.1,0.00704225,0.00431034,0.004,0.83203125,0.01171875,-0.0120757,0.51361416,0,-1,0.25
3,2,1,0.08227848,0.09493671,26.30769231,0.00564972,0.0037594,0.00362319,0.7472119,0.01858736,0.10125,0.48546296,0,-1,0.25
4,0,1,0.17391304,0.04830918,11.71875,0.00680272,0.0041841,0.003663,0.66795367,0.02702703,0.00583333,0.57457207,0,-1,0.25
5,1,1,0.09871245,0.03433476,16.72,0.00621118,0.00371747,0.00343643,0.65371025,0.02120141,0.09028788,0.54346753,0,-1,0.25
3,0,1,0.09558824,0.01470588,34.55555556,0.00636943,0.00389105,0.00371747,0.77165354,0.01968504,0.02368421,0.34912281,0,-1,0
3,1,1,0.09467456,0.06508876,19.70588235,0.00632911,0.00392157,0.00364964,0.82698962,0.02422145,0.0125,0.47777778,0,-1,0.25
2,0,3,0.10344828,0.02298851,17.88888889,0.01041667,0.00746269,0.00714286,0.75,0.04861111,0.33333333,0.57777778,0.00160952,1,1
2,0,3,0.08849558,0.03539823,17.5,0.00869565,0.00546448,0.00531915,0.74210526,0.04210526,0.24598485,0.41925505,0.51230756,1,0.75
2,0,4,0.08333333,0.07575758,18.42857143,0.00757576,0.00487805,0.0045045,0.79017857,0.03125,0.26284958,0.45971277,0.96966873,1,0.75
2,1,3,0.0776699,0.10679612,20,0.00961538,0.00729927,0.00694444,0.81045752,0.02614379,0.23141711,0.49050802,0.00144664,1,0.75
2,1,4,0.09090909,0.09090909,18.71428571,0.0070922,0.00471698,0.00458716,0.70642202,0.0412844,0.25202922,0.52029221,0,1,1
2,0,5,0.08064516,0.09677419,19.83333333,0.00806452,0.00531915,0.00505051,0.74384236,0.04433498,0.4375,0.63416667,0.98632829,1,1
2,0,7,0.09322034,0.03389831,18.08333333,0.00813008,0.00581395,0.00564972,0.70165746,0.02209945,0.33545455,0.54943182,0,1,1
2,0,6,0.0990991,0.03603604,17.91666667,0.00819672,0.00564972,0.00534759,0.73404255,0.0212766,0.38382353,0.61323529,0.00000012,1,1
2,2,4,0.08333333,0.09166667,19.16666667,0.0075188,0.00531915,0.00507614,0.71938776,0.03571429,0.37523449,0.49132395,0.00011069,1,1
2,0,4,0.0877193,0.03508772,15.61538462,0.00862069,0.00591716,0.00571429,0.70621469,0.04519774,0.27697368,0.60964912,0.00001279,1,1
2,1,4,0.09848485,0.06060606,19.23076923,0.00763359,0.00502513,0.0047619,0.70754717,0.05188679,0.33837048,0.53265726,0.29493247,1,1
2,1,5,0.08391608,0.06993007,16.93333333,0.00699301,0.00485437,0.00465116,0.71028037,0.06542056,0.28208333,0.59458333,0.0000646,1,1
3,1,4,0.08450704,0.08450704,18.28571429,0.00763359,0.00512821,0.00471698,0.64220183,0.05504587,0.36370968,0.59784946,0,1,1
2,3,4,0.08461538,0.10769231,17.38461538,0.00763359,0.00534759,0.0052356,0.73298429,0.04188482,0.31236833,0.58788781,0,1,1
2,1,5,0.08666667,0.07333333,17.73333333,0.00675676,0.00460829,0.00446429,0.71806167,0.04845815,0.26950056,0.56377666,0.00000491,1,1
2,2,5,0.08571429,0.07857143,20.53846154,0.00684932,0.00458716,0.00440529,0.76211454,0.04405286,0.35387893,0.51226208,0,1,0.75
2,0,8,0.1,0.06428571,15.05882353,0.00746269,0.005,0.00478469,0.71495327,0.04205607,0.31518595,0.57221074,0.00000016,1,1
2,0,5,0.10067114,0.04026846,15.05555556,0.00699301,0.00458716,0.004329,0.72532189,0.03004292,0.39759358,0.57433155,0,1,1
2,1,4,0.08196721,0.09836066,18.75,0.00847458,0.00578035,0.00543478,0.72486772,0.03703704,0.32571023,0.5671875,0.00943324,1,1
2,0,4,0.1010101,0.02020202,19.5,0.00877193,0.00598802,0.00588235,0.72189349,0.0295858,0.28151914,0.53488836,0,1,1
2,3,3,0.07920792,0.05940594,19.2,0.00943396,0.00666667,0.00617284,0.73780488,0.04878049,0.3390625,0.603125,0.96803938,1,1
2,1,4,0.10526316,0.04385965,14.4,0.00877193,0.00571429,0.00534759,0.66842105,0.06842105,0.27934783,0.48405797,0.99998011,1,1
2,3,3,0.08888889,0.05555556,16.6,0.01075269,0.00757576,0.00719424,0.67132867,0.05594406,0.35885417,0.59375,0.17415696,1,1
2,4,3,0.08823529,0.08823529,16.54545455,0.00943396,0.00666667,0.00645161,0.67741935,0.04516129,0.36303828,0.61363636,0.32211906,1,1
2,4,3,0.08510638,0.06382979,18.2,0.00990099,0.00689655,0.00645161,0.70253165,0.03797468,0.31174242,0.42247475,1,1,1
