0.74115431,-0.26277304,0.48024347,0.44652829,0.21479647,-0.56256008,0.27467108,1.09222782,-0.40428096,0.05464981,0.28780401,-0.09369962,-0.67747003,-0.07907005,0.13729280,0.11342120,-0.49861270,0.01158551,-0.38945019,0.39824057,1.04311764,-0.02535792,0.47508729,-0.12010238,-0.57307237,-0.08704006,-0.36487755,0.49549693,0.01945882,-0.04346733,0.95907271,-0.29937342
0.37632710,-0.21521425,0.69554615,0.32822400,0.06096416,-0.65584761,0.55119318,0.78996795,-0.35412794,0.10040831,0.35214347,-0.08022570,-0.51699269,-0.18341909,0.08140041,0.20701650,-0.48464489,0.16661495,-0.01265868,0.22885361,0.74980181,0.21041913,0.56155413,0.03995118,-0.27416682,0.05926030,-0.49114189,0.44798920,0.16498044,-0.18039127,0.56385553,0.01706393
0.47859564,-0.20432232,0.42335027,0.22655106,0.21467425,-0.56297195,0.34683609,1.04489636,-0.28029516,0.19261594,0.30165255,-0.07525445,-0.49036285,-0.00358021,0.00794693,0.24240668,-0.39141408,0.06592305,-0.37724447,0.32640061,0.98080659,0.07960450,0.40461740,-0.05800722,-0.33575708,-0.05220740,-0.29758111,0.37944189,0.10018529,-0.09569175,0.75580627,-0.22240373
0.47634944,-0.20417321,0.34016746,0.43553743,0.16584380,-0.27968037,0.23008586,0.36562490,-0.29445899,-0.06650931,0.10803512,-0.15359850,-0.43410900,-0.17355338,0.16622406,0.05429456,-0.16424583,-0.01141773,-0.07171502,0.36535758,0.53908676,0.16017528,0.19279706,-0.02508703,-0.34124547,-0.01392714,-0.11829936,0.51391375,0.12376061,0.01073792,0.56249148,-0.07605665
0.40542760,-0.21329963,0.43651342,0.44904351,0.09291239,-0.48164773,0.34912610,0.50787717,-0.34773669,-0.00172155,0.13714601,-0.12329315,-0.33194131,-0.09079812,0.06532340,0.02796364,-0.25766489,0.08778472,-0.09752612,0.29119402,0.61132509,0.17433764,0.36202899,-0.06373072,-0.35874349,0.02093063,-0.24036977,0.44015244,0.07014878,-0.03588113,0.55790263,-0.02584958
0.42817661,-0.12908034,0.48640129,0.33257699,0.00535310,-0.57391185,0.44129822,0.69109875,-0.31475055,0.06406720,0.30298609,-0.19430818,-0.44066313,-0.00411622,0.00827210,0.19956109,-0.37710100,0.16145907,-0.04890568,0.19416477,0.75007176,0.13723840,0.45620981,-0.09500079,-0.26629296,-0.04661100,-0.31214112,0.36157602,0.10123593,-0.11163720,0.43735087,-0.10781533
0.55310202,-0.23046939,0.34806624,0.26905283,0.22480556,-0.30430970,0.18264543,0.71427494,-0.23164909,0.08082200,0.18203498,-0.00850739,-0.51570559,-0.15935299,0.17821500,0.14621067,-0.30262053,-0.09641637,-0.27380177,0.24825431,0.68361658,0.05215101,0.26613271,0.06171405,-0.35207245,-0.04703213,-0.23705967,0.35872269,0.01022819,-0.02968806,0.64567643,-0.22968988
0.11854412,0.02453311,0.34600580,0.01697992,-0.02991313,-0.32077664,0.29761755,0.44482473,-0.09549214,0.13412429,0.24519339,-0.13634831,-0.24607787,0.07490698,-0.02271123,0.28891677,-0.34353665,0.15072910,0.11842763,-0.12005754,0.38260925,0.02202062,0.37656474,-0.03715179,-0.06489128,-0.03750255,-0.30522987,-0.00456872,0.03648004,-0.14473118,0.06358813,-0.14344853
0.37102231,-0.28233299,0.48285457,0.28321403,0.12831685,-0.44020632,0.32864010,0.57902437,-0.20700656,0.05577347,0.19134964,-0.10619663,-0.45428029,-0.16486713,0.09109504,0.13744138,-0.21502537,0.08317549,-0.00935533,0.29338998,0.55686718,0.32695416,0.38153222,0.03024863,-0.15592074,0.09078709,-0.24648592,0.43404350,0.16929016,-0.18729976,0.43807206,-0.00090907
0.39139947,-0.02789216,0.32241595,0.14101321,0.06211388,-0.46087763,0.23054935,0.77630788,-0.25161475,0.16652630,0.24605167,0.00884418,-0.29836294,0.05043167,-0.05849303,0.18966681,-0.42193088,0.07594236,-0.34386337,0.10786166,0.73513860,-0.09793047,0.36201185,-0.05582876,-0.34417138,-0.11069548,-0.33250001,0.08401607,-0.05790004,-0.01449661,0.48805428,-0.25803497
0.39553890,-0.26087537,0.46632051,0.35286734,0.03838032,-0.50934309,0.45776555,0.48491508,-0.29321590,0.04641793,0.21843038,-0.21794572,-0.44336614,-0.11459987,0.06802284,0.21610476,-0.28166151,0.20132944,0.09239809,0.31676641,0.56516945,0.34040064,0.40332323,-0.03393342,-0.13553023,-0.00349339,-0.23257631,0.51128727,0.17998056,-0.17033193,0.44396734,0.00762340
0.57840109,-0.32039502,0.55082530,0.69822454,0.06408215,-0.65123081,0.45286351,0.63099998,-0.47423428,-0.03834479,0.23095898,-0.29356232,-0.47706795,-0.03687664,-0.03934639,0.15442660,-0.42134407,0.22496253,-0.15262102,0.39652562,0.90057403,0.19469576,0.44741750,-0.30705127,-0.39541587,-0.00404781,-0.29406437,0.77080643,0.06549654,-0.00089469,0.67495549,-0.00483351
0.44222769,-0.08659274,0.16197953,0.10777173,0.10316134,-0.25277999,0.16078630,0.88498598,-0.16232283,0.16273598,0.29153892,-0.02630037,-0.30466431,0.17855789,-0.13934731,0.26468790,-0.35733831,0.06244764,-0.49385574,0.09911443,0.80106735,-0.04514616,0.37236267,-0.20818533,-0.21086191,-0.20079850,-0.33844656,0.17523558,-0.10472959,0.02854430,0.50933534,-0.27148822
0.21770501,-0.15014441,0.43853182,0.44903252,-0.00490906,-0.72796434,0.49539083,0.46539694,-0.43838903,0.08452734,0.19690511,-0.16214742,-0.26929706,-0.03884004,-0.07918791,0.03280479,-0.41018853,0.26362625,0.02671222,0.22390242,0.64203066,0.04271175,0.30891493,-0.02670270,-0.29044753,0.09285118,-0.22818904,0.32787153,0.20973206,-0.06715782,0.46741319,0.05337695
0.06226359,-0.08276863,0.39812818,0.27421629,-0.06524251,-0.56522375,0.43458301,0.19851060,-0.36371371,0.08665695,0.19172575,-0.14094804,-0.17670560,-0.05100044,0.02597089,0.06888459,-0.31800777,0.19408773,0.20591637,0.07043904,0.32019883,0.05123551,0.23626769,0.09493572,-0.18711813,0.01144119,-0.17833830,0.16221793,0.13837296,-0.10853577,0.24588893,-0.02216023
0.61057299,-0.39168400,0.53005892,0.62913084,0.00635132,-0.65179604,0.46373966,0.72725165,-0.37288231,-0.10725110,0.22955394,-0.26670384,-0.43374839,0.01767568,-0.15561245,0.23273982,-0.32106203,0.24098311,-0.20746608,0.49264392,0.96793354,0.44471240,0.60158694,-0.44763327,-0.23650897,0.04533387,-0.30296460,0.75181669,0.07557485,-0.06679360,0.61837333,0.06646418
0.61344767,-0.38265100,0.63609499,0.58750844,0.13106404,-0.64313483,0.42233819,0.73664933,-0.32697639,0.04774816,0.21451125,-0.15152796,-0.56133676,-0.15669830,0.10615183,0.14658995,-0.32832631,0.10686745,0.02799418,0.42762366,0.82776672,0.32346016,0.51500571,-0.11991978,-0.36560780,-0.00443102,-0.30048254,0.58472621,0.07507409,-0.26161307,0.76948947,-0.00430888
0.47679019,-0.24454817,0.53243661,0.45622352,0.02466901,-0.63438499,0.43942052,0.62559235,-0.35818708,0.01920311,0.20267446,-0.16867365,-0.40923330,-0.04296330,-0.05124657,0.17644581,-0.35578248,0.19327632,-0.06984612,0.33511361,0.76334769,0.24889626,0.50083405,-0.17986664,-0.26337731,0.05172436,-0.32064033,0.52652878,0.11341564,-0.12229229,0.51314497,-0.02151982
0.26644111,-0.04499381,0.24026658,0.24578777,0.02096474,-0.26651776,0.17846693,0.33728853,-0.18167792,0.00379717,0.14192601,-0.09429411,-0.20460501,0.05288504,-0.01462184,0.08414149,-0.22772132,0.08374172,-0.02119157,0.01999569,0.39983538,-0.01017117,0.27019858,-0.13909964,-0.22509275,-0.07315909,-0.22112159,0.11994334,-0.07794913,-0.05269497,0.22966464,-0.11854514
0.51366711,-0.21741092,0.41038120,0.52219248,0.01363202,-0.51160634,0.31512699,0.59234798,-0.32310277,0.01314702,0.15935893,-0.18699482,-0.40116510,0.02431344,-0.02336204,0.08674605,-0.27892005,0.14097935,-0.09907235,0.33944100,0.72779769,0.19426028,0.39803368,-0.23231745,-0.33375877,-0.07372186,-0.22664292,0.42695338,0.01537356,-0.08872769,0.52040190,-0.02144941
